gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2710195679	349	47.55	19	342	1	323	2.0e-99	356	COG1703	Putative periplasmic protein kinase ArgK or related GTPase of G3E family	323
2710195680	718	60.97	22	548	12	548	0.0e+00	744	COG1884	Methylmalonyl-CoA mutase, N-terminal domain/subunit	548
2710195681	597	27.29	17	438	3	469	5.0e-61	229	COG1884	Methylmalonyl-CoA mutase, N-terminal domain/subunit	548
2710195682	1450	31.57	550	1448	1	758	4.0e-87	317	COG4412	Bacillopeptidase F, M6 metalloprotease family	760
2710195683	437	43.82	2	428	1	397	9.0e-108	383	COG0508	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	404
2710195684	327	58.46	3	327	1	324	0.0e+00	497	COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	324
2710195685	332	45.78	1	330	14	344	1.0e-114	406	COG1071	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha	358
2710195686	474	48.93	2	464	2	454	0.0e+00	503	COG1249	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component or related enzyme	454
2710195687	368	66.67	5	358	2	355	0.0e+00	528	COG3426	Butyrate kinase	358
2710195688	365	31.36	1	350	27	408	2.0e-89	323	COG0334	Glutamate dehydrogenase/leucine dehydrogenase	411
2710195689	302	25.91	3	302	2	326	6.0e-48	184	COG0280	Phosphotransacetylase	327
2710195690	688	47.07	122	683	6	560	0.0e+00	569	COG3829	Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding Fis domains	560
2710195692	244	34.51	1	242	5	257	1.0e-42	166	COG0584	Glycerophosphoryl diester phosphodiesterase	257
2710195695	429	14.37	69	421	71	371	2.0e-10	60.9	COG0750	Membrane-associated protease RseP, regulator of RpoE activity	375
2710195696	569	47.7	1	563	1	555	0.0e+00	606	COG0497	DNA repair ATPase RecN	557
2710195697	150	52.67	1	150	1	150	7.0e-53	199	COG1438	Arginine repressor	150
2710195698	279	59.18	5	249	1	244	4.0e-94	337	COG1189	Predicted rRNA methylase YqxC, contains S4 and FtsJ domains	245
2710195699	630	55.08	1	628	3	627	0.0e+00	898	COG1154	Deoxyxylulose-5-phosphate synthase	627
2710195701	296	38.6	7	296	3	322	2.0e-62	232	COG0142	Geranylgeranyl pyrophosphate synthase	322
2710195702	77	46.38	2	70	4	72	6.0e-07	45.7	COG1722	Exonuclease VII small subunit	81
2710195703	455	48.53	8	450	5	440	0.0e+00	505	COG1570	Exonuclease VII, large subunit	440
2710195704	288	56.88	5	279	2	277	7.0e-109	386	COG0190	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	283
2710195705	128	45.99	1	128	8	144	1.0e-31	128	COG0781	Transcription termination factor NusB	151
2710195706	136	53.33	17	135	9	128	5.0e-28	116	COG1302	Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family	131
2710195707	450	57.21	1	444	1	443	0.0e+00	638	COG4770	Acetyl/propionyl-CoA carboxylase, alpha subunit	645
2710195708	166	36.48	7	165	1	140	2.0e-21	95.1	COG0511	Biotin carboxyl carrier protein	140
2710195716	307	49.68	1	307	3	306	4.0e-88	318	COG3854	Stage III sporulation protein SpoIIIAA	308
2710195717	185	51.94	1	129	3	131	6.0e-44	170	COG0231	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	131
2710195718	354	43.01	2	353	13	384	8.0e-92	330	COG0006	Xaa-Pro aminopeptidase	384
2710195719	152	58.33	3	146	2	144	2.0e-53	201	COG0757	3-dehydroquinate dehydratase	146
2710195722	293	26.32	1	291	10	292	8.0e-34	137	COG1752	Predicted acylesterase/phospholipase RssA, containd patatin domain	306
2710195723	856	32.79	370	785	252	652	1.0e-83	304	COG0209	Ribonucleotide reductase alpha subunit	696
2710195724	278	34.66	5	278	1	248	2.0e-56	212	COG0095	Lipoate-protein ligase A	248
2710195725	127	36.89	25	124	2	104	5.0e-19	86.5	COG0607	Rhodanese-related sulfurtransferase	110
2710195727	487	55.83	1	483	1	483	0.0e+00	730	COG1003	Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain	496
2710195728	448	46.46	1	444	8	445	0.0e+00	550	COG0403	Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain	450
2710195729	368	49.33	1	368	2	375	2.0e-119	422	COG0404	Glycine cleavage system T protein (aminomethyltransferase)	379
2710195733	166	46.43	1	166	2	168	8.0e-44	169	COG0703	Shikimate kinase	172
2710195735	152	27.41	1	133	5	139	1.0e-10	59.1	COG4940	Competence protein ComGF	154
2710195738	103	51.02	2	99	8	105	2.0e-27	113	COG4537	Competence protein ComGC	107
2710195739	351	23.17	14	351	56	396	3.0e-53	202	COG1459	Type II secretory pathway, component PulF	397
2710195740	372	41.4	20	362	124	493	5.0e-99	354	COG2804	Type II secretory pathway ATPase GspE/PulE or T4P pilus assembly pathway ATPase PilB	500
2710195743	126	34.51	3	115	2	114	5.0e-28	116	COG1393	Arsenate reductase and related proteins, glutaredoxin family	117
2710195745	211	33.97	6	207	17	225	5.0e-34	137	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	252
2710195747	117	40.35	2	115	7	120	3.0e-30	123	COG1733	DNA-binding transcriptional regulator, HxlR family	120
2710195748	104	50.49	1	103	2	100	7.0e-27	112	COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	100
2710195751	625	35.41	1	625	11	647	1.0e-127	451	COG1368	Phosphoglycerol transferase MdoB or a related enzyme of AlkP superfamily	650
2710195752	323	43.22	8	323	9	309	6.0e-66	244	COG1940	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	314
2710195753	68	50.77	1	65	1	65	7.0e-11	58.7	COG4483	Uncharacterized protein YqgQ	68
2710195756	510	30.95	175	368	12	221	2.0e-27	117	COG0705	Membrane associated serine protease, rhomboid family	228
2710195758	260	33.59	3	259	11	243	1.0e-35	143	COG1836	Uncharacterized membrane protein	247
2710195759	188	27.37	1	187	3	191	2.0e-32	131	COG0212	5-formyltetrahydrofolate cyclo-ligase	191
2710195760	49	67.35	1	49	2	50	2.0e-10	57.5	COG0267	Ribosomal protein L33	50
2710195763	772	28.31	385	762	2	378	4.0e-46	180	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2710195766	219	40.64	1	218	7	225	7.0e-39	154	COG0704	Phosphate uptake regulator	240
2710195767	257	69.69	4	257	1	253	6.0e-125	440	COG1117	ABC-type phosphate transport system, ATPase component	253
2710195768	271	68.13	20	270	3	252	4.0e-123	434	COG1117	ABC-type phosphate transport system, ATPase component	253
2710195769	295	42.32	1	291	10	292	1.0e-66	246	COG0581	ABC-type phosphate transport system, permease component	292
2710195770	322	41.61	22	322	3	308	1.0e-68	253	COG0573	ABC-type phosphate transport system, permease component	310
2710195771	302	29.6	1	291	3	318	9.0e-45	174	COG0226	ABC-type phosphate transport system, periplasmic component	318
2710195772	723	28.69	2	690	3	598	2.0e-95	343	COG0768	Cell division protein FtsI/penicillin-binding protein 2	599
2710195774	202	63.41	1	202	2	202	4.0e-80	290	COG0605	Superoxide dismutase	204
2710195775	159	42.77	2	159	2	158	2.0e-21	95.7	COG2839	Uncharacterized conserved protein YqgC, DUF456 family	160
2710195776	542	42.57	3	540	1	531	0.0e+00	523	COG1283	Na+/phosphate symporter	533
2710195777	257	22.06	6	197	10	208	2.0e-05	43	COG5521	Maltodextrin utilization protein YvdJ (function unknown)	275
2710195778	400	17.95	1	390	9	394	5.0e-19	89.1	COG2814	Predicted arabinose efflux permease, MFS family	394
2710195780	371	59.83	5	364	1	361	0.0e+00	513	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG/GcpE	361
2710195782	189	42.7	1	185	6	190	4.0e-51	194	COG5663	Uncharacterized protein, HAD superfamily	194
2710195783	120	33.94	9	117	29	136	4.0e-20	90.1	COG4446	Uncharacterized conserved protein, DUF1499 family	141
2710195784	138	35.25	1	138	3	140	1.0e-31	128	COG0735	Fe2+ or Zn2+ uptake regulation protein	145
2710195785	285	39.13	1	276	4	271	6.0e-45	174	COG1108	ABC-type Mn2+/Zn2+ transport system, permease component	274
2710195786	258	44.44	5	256	2	250	2.0e-79	288	COG1121	ABC-type Mn2+/Zn2+ transport system, ATPase component	254
2710195787	293	43.1	3	289	1	286	1.0e-57	216	COG1284	Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains	289
2710195789	297	38.83	1	289	1	279	1.0e-86	313	COG0648	Endonuclease IV	280
2710195790	435	35.89	1	435	26	466	3.0e-101	362	COG0513	Superfamily II DNA and RNA helicase	513
2710195792	318	43.84	1	288	2	285	9.0e-83	300	COG0761	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH	294
2710195794	242	48.48	11	240	2	225	2.0e-62	232	COG2384	tRNA A22 N-methylase	226
2710195795	124	22.31	10	122	16	126	8.0e-05	39.2	COG2010	Cytochrome c, mono- and diheme variants	150
2710195796	380	47.03	1	378	1	387	1.0e-107	383	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	393
2710195798	376	55.26	43	376	1	342	9.0e-97	347	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	342
2710195799	603	33.28	4	589	1	565	2.0e-113	403	COG0358	DNA primase (bacterial type)	568
2710195801	269	46.04	5	267	5	269	4.0e-88	317	COG1806	Regulator of PEP synthase PpsR, kinase-PPPase family (combines ADP:protein kinase and phosphorylase activities)	273
2710195802	195	28.07	71	184	9	116	3.0e-08	52.1	COG0517	CBS domain	117
2710195803	457	44.17	1	456	4	552	0.0e+00	596	COG0423	Glycyl-tRNA synthetase (class II)	558
2710195804	250	38.74	1	250	4	250	3.0e-54	205	COG1381	Recombinational DNA repair protein (RecF pathway)	251
2710195806	306	60.27	9	304	3	298	7.0e-116	410	COG1159	GTPase Era, involved in 16S rRNA processing	298
2710195807	132	51.52	1	132	3	134	2.0e-46	177	COG0295	Cytidine deaminase	134
2710195808	130	47.41	11	126	7	122	6.0e-26	109	COG0818	Diacylglycerol kinase	123
2710195809	157	42.95	1	156	1	148	6.0e-37	146	COG0319	ssRNA-specific RNase YbeY, 16S rRNA maturation enzyme	153
2710195810	719	40.46	22	713	22	694	0.0e+00	618	COG1480	Membrane-associated HD superfamily phosphohydrolase	700
2710195811	319	56.17	1	319	10	333	7.0e-109	387	COG1702	Phosphate starvation-inducible protein PhoH, predicted ATPase	348
2710195815	333	82.21	5	330	1	326	0.0e+00	497	COG4864	Uncharacterized protein YqfA, UPF0365 family	328
2710195816	436	34.85	3	436	3	432	1.0e-79	290	COG1030	Membrane-bound serine protease (ClpP class)	436
2710195818	148	50	1	148	1	148	1.0e-38	152	COG1610	Uncharacterized conserved protein YqeY	148
2710195821	223	61.61	1	223	4	227	2.0e-83	302	COG0274	Deoxyribose-phosphate aldolase	228
2710195822	554	44.66	9	507	1	484	2.0e-108	386	COG0366	Glycosidase	505
2710195823	444	42.56	1	432	2	436	0.0e+00	495	COG0621	tRNA A37 methylthiotransferase MiaB	437
2710195824	250	43.15	1	248	3	246	6.0e-65	240	COG1385	16S rRNA U1498 N3-methylase RsmE	246
2710195825	313	43.45	1	312	2	300	1.0e-86	313	COG2264	Ribosomal protein L11 methylase PrmA	300
2710195826	376	61.17	1	375	1	371	0.0e+00	497	COG0484	DnaJ-class molecular chaperone with C-terminal Zn finger domain	371
2710195827	609	65.35	1	575	4	579	0.0e+00	675	COG0443	Molecular chaperone DnaK (HSP70)	579
2710195828	188	44.15	2	188	4	191	1.0e-32	133	COG0576	Molecular chaperone GrpE (heat shock protein)	193
2710195829	344	44.35	2	341	4	345	8.0e-97	347	COG1420	Transcriptional regulator of heat shock response	346
2710195830	376	43.35	4	373	36	410	4.0e-119	421	COG0635	Coproporphyrinogen III oxidase or related Fe-S oxidoreductase	416
2710195831	610	73.75	5	606	1	602	0.0e+00	1095	COG0481	Translation elongation factor EF-4, membrane-bound GTPase	603
2710195835	83	52.38	1	83	1	84	4.0e-07	46.4	COG0268	Ribosomal protein S20	88
2710195836	342	35.71	3	336	4	329	2.0e-54	206	COG1466	DNA polymerase III, delta subunit	334
2710195838	750	39.16	467	746	4	284	2.0e-65	244	COG2333	Metal-dependent hydrolase, beta-lactamase superfamily II	293
2710195839	187	52.5	1	149	2	161	9.0e-49	186	COG2131	Deoxycytidylate deaminase	164
2710195840	208	35.44	50	207	5	149	1.0e-24	106	COG1555	DNA uptake protein ComE and related DNA-binding proteins	149
2710195841	273	28.41	1	270	2	266	4.0e-51	195	COG0345	Pyrroline-5-carboxylate reductase	266
2710195843	117	52.29	3	111	4	112	9.0e-35	138	COG0799	Ribosomal silencing factor RsfS, regulates association of 30S and 50S subunits	115
2710195844	188	47.8	1	182	1	182	1.0e-55	208	COG1713	HD superfamily phosphohydrolase YqeK (fused to NMNAT in mycoplasms)	187
2710195845	190	40.82	2	190	1	196	1.0e-53	202	COG1057	Nicotinic acid mononucleotide adenylyltransferase	197
2710195846	97	58.76	1	97	1	97	3.0e-29	119	COG1534	RNA-binding protein YhbY	97
2710195847	276	46.01	3	276	8	283	2.0e-85	309	COG0169	Shikimate 5-dehydrogenase	283
2710195848	366	35.55	35	366	1	322	2.0e-63	236	COG1161	Ribosome biogenesis GTPase A	322
2710195849	173	53.22	1	170	2	172	5.0e-58	217	COG2179	Predicted phosphohydrolase YqeG, HAD superfamily	175
2710195851	179	41.62	13	179	6	177	2.0e-29	122	COG1183	Phosphatidylserine synthase	234
2710195853	238	39.2	28	230	3	247	7.0e-39	154	COG1191	DNA-directed RNA polymerase specialized sigma subunit	247
2710195856	378	56.56	1	378	6	394	0.0e+00	530	COG0626	Cystathionine beta-lyase/cystathionine gamma-synthase	396
2710195857	307	52	3	300	1	300	3.0e-105	374	COG0031	Cysteine synthase	300
2710195858	230	50.65	1	229	3	232	2.0e-59	222	COG0775	Nucleoside phosphorylase	234
2710195862	585	24.76	1	582	12	591	1.0e-61	231	COG0768	Cell division protein FtsI/penicillin-binding protein 2	599
2710195863	158	55.33	9	158	1	149	1.0e-41	162	COG0782	Transcription elongation factor, GreA/GreB family	151
2710195864	211	60.58	2	209	5	212	9.0e-76	276	COG0572	Uridine kinase	218
2710195865	425	48.03	17	371	1	347	3.0e-109	388	COG0826	Collagenase-like protease, PrtC family	347
2710195866	309	41.53	1	309	4	307	2.0e-81	296	COG0826	Collagenase-like protease, PrtC family	347
2710195867	212	39.53	1	212	8	219	2.0e-45	175	COG4122	Predicted O-methyltransferase YrrM	219
2710195868	377	42.22	22	377	5	342	8.0e-85	307	COG1559	Cell division protein YceG, involved in septum cleavage	342
2710195869	96	52.08	1	94	9	104	4.0e-11	59.6	COG3906	Uncharacterized protein YrzB, UPF0473 family	105
2710195870	138	51.45	1	138	2	138	2.0e-43	167	COG0816	RNase H-fold protein, predicted Holliday junction resolvase in Firmicutes and mycoplasms, involved in anti-termination at Rho-dependent terminators	141
2710195871	88	65.91	1	88	1	87	1.0e-31	128	COG4472	Uncharacterized protein, UPF0297 family	88
2710195872	877	56.85	3	877	5	878	0.0e+00	1160	COG0013	Alanyl-tRNA synthetase	879
2710195873	364	30.41	8	348	1	341	9.0e-42	164	COG0628	Predicted PurR-regulated permease PerM	355
2710195875	335	43.73	5	327	1	325	3.0e-98	351	COG0502	Biotin synthase or related enzyme	335
2710195876	198	35.71	1	192	1	184	1.0e-24	106	COG1268	Biotin transporter BioY	184
2710195877	799	35.67	31	753	11	692	0.0e+00	523	COG0507	ATP-dependent exoDNAse (exonuclease V), alpha subunit, helicase superfamily I	696
2710195878	223	23.41	7	202	42	245	7.0e-11	61.1	COG3063	Tfp pilus assembly protein PilF	250
2710195879	383	62.95	17	372	1	355	0.0e+00	518	COG0482	tRNA U34 2-thiouridine synthase MnmA/TrmU, contains the PP-loop ATPase domain	356
2710195880	380	54.76	3	378	2	378	0.0e+00	492	COG1104	Cysteine sulfinate desulfinase/cysteine desulfurase or related enzyme	386
2710195881	139	36.99	1	139	1	146	4.0e-35	140	COG1959	DNA-binding transcriptional regulator, IscR family	150
2710195882	424	51.17	2	424	10	432	0.0e+00	586	COG2256	Replication-associated recombination protein RarA (DNA-dependent ATPase)	436
2710195884	316	24.22	99	314	55	277	1.0e-08	54	COG1277	ABC-type transport system involved in multi-copper enzyme maturation, permease component	278
2710195885	308	36.84	1	300	1	292	7.0e-70	257	COG1131	ABC-type multidrug transport system, ATPase component	293
2710195886	237	35.39	1	234	3	245	4.0e-50	191	COG1131	ABC-type multidrug transport system, ATPase component	293
2710195887	124	50	1	123	2	125	1.0e-26	111	COG1725	DNA-binding transcriptional regulator YhcF, GntR family	125
2710195889	254	46.25	3	250	11	263	2.0e-90	325	COG1179	tRNA A37 threonylcarbamoyladenosine dehydratase	263
2710195891	589	65.87	4	586	1	582	0.0e+00	960	COG0173	Aspartyl-tRNA synthetase	585
2710195892	424	49.3	2	422	3	428	0.0e+00	501	COG0124	Histidyl-tRNA synthetase	429
2710195894	589	33.8	386	588	14	229	2.0e-46	180	COG0860	N-acetylmuramoyl-L-alanine amidase	231
2710195895	147	64.83	1	145	1	145	3.0e-59	220	COG1490	D-Tyr-tRNAtyr deacylase	145
2710195896	729	53.84	1	727	1	701	0.0e+00	955	COG0317	(p)ppGpp synthase/hydrolase, HD superfamily	701
2710195897	170	47.67	1	170	6	177	5.0e-46	177	COG0503	Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein	179
2710195898	510	38.32	287	498	2	201	9.0e-50	191	COG4199	ssDNA-specific exonuclease RecJ	201
2710195901	111	48.1	1	78	20	98	4.0e-17	79.6	COG5416	Uncharacterized integral membrane protein	98
2710195902	308	40.59	1	301	2	297	2.0e-68	252	COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	304
2710195903	754	38.96	29	417	101	503	2.0e-90	327	COG0342	Preprotein translocase subunit SecD	506
2710195905	516	22.72	1	469	5	446	6.0e-20	92.5	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	480
2710195906	214	40.72	3	214	3	223	1.0e-52	199	COG2323	Uncharacterized membrane protein YcaP, DUF421 family	224
2710195907	431	40.05	4	422	6	423	7.0e-74	271	COG1055	Na+/H+ antiporter NhaD or related arsenite permease	424
2710195909	90	40.91	2	89	6	93	5.0e-23	99.1	COG1862	Preprotein translocase subunit YajC	97
2710195910	379	60.65	9	379	2	372	0.0e+00	582	COG0343	Queuine/archaeosine tRNA-ribosyltransferase	372
2710195911	341	61.22	2	340	2	342	0.0e+00	517	COG0809	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)	348
2710195913	333	68.39	3	331	2	330	0.0e+00	532	COG2255	Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit	332
2710195914	203	41.95	1	202	1	201	3.0e-53	201	COG0632	Holliday junction resolvasome RuvABC DNA-binding subunit	201
2710195919	370	39.6	17	367	12	320	1.0e-99	357	COG0379	Quinolinate synthase	324
2710195920	281	48.56	1	276	1	278	4.0e-96	344	COG0157	Nicotinate-nucleotide pyrophosphorylase	280
2710195921	529	43.8	2	497	6	500	0.0e+00	536	COG0029	Aspartate oxidase	518
2710195922	380	40.63	1	375	2	378	4.0e-106	378	COG1104	Cysteine sulfinate desulfinase/cysteine desulfurase or related enzyme	386
2710195923	180	47.95	6	176	1	168	1.0e-40	159	COG1827	Transcriptional regulator of NAD metabolism, contains HTH and 3H domains	168
2710195924	283	45.39	2	282	4	278	1.0e-79	289	COG0077	Prephenate dehydratase	279
2710195925	151	56.76	3	150	3	150	7.0e-50	189	COG4492	ACT domain-containing protein	150
2710195926	428	58.92	1	365	2	369	0.0e+00	540	COG0536	GTPase involved in cell partioning and DNA repair	369
2710195928	131	39.26	1	129	1	135	1.0e-20	92.2	COG2210	Peroxiredoxin family protein	137
2710195929	99	33	1	96	2	101	7.0e-16	75.7	COG0607	Rhodanese-related sulfurtransferase	110
2710195931	265	42.39	3	244	3	227	3.0e-50	192	COG2013	Uncharacterized conserved protein, AIM24 family	227
2710195932	270	37.57	8	187	1	135	4.0e-32	131	COG1586	S-adenosylmethionine decarboxylase or arginine decarboxylase	136
2710195934	239	41.89	1	220	6	225	2.0e-53	202	COG2761	Predicted dithiol-disulfide isomerase, DsbA family	225
2710195935	859	21.28	355	669	39	405	1.0e-14	75.6	COG0513	Superfamily II DNA and RNA helicase	513
2710195937	263	29.66	2	261	4	229	3.0e-29	122	COG1011	FMN phosphatase YigB, HAD superfamily	229
2710195938	98	22.45	1	98	1	98	2.0e-09	54.2	COG4768	Uncharacterized protein YoxC, contains an MCP-like domain	139
2710195939	216	26.64	2	209	2	211	9.0e-32	130	COG4359	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase (methionine salvage)	220
2710195941	145	50.38	15	144	11	143	4.0e-41	160	COG0652	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	158
2710195943	173	34.43	5	173	2	184	4.0e-28	117	COG0693	Putative intracellular protease/amidase	188
2710195944	293	46.48	10	292	3	286	3.0e-82	298	COG2084	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase	286
